order_id,customer_id,product_id,order_date,quantity,unit_price,discount,region,status
ORD10375,C1107,P010,2022-12-18,3,39.99,0.0,East,Completed
ORD10376,C1092,P017,2022-05-16,1,29.99,0.05,South,Completed
ORD10377,C1100,P015,2022-04-15,1,24.99,0.0,East,Completed
ORD10378,C1098,P011,2023-01-27,3,159.99,0.0,North,Completed
ORD10379,C1153,P001,2023-11-25,1,19.99,0.0,North,Returned
ORD10380,C1118,P016,2023-10-28,1,54.99,0.0,East,Completed
ORD10381,C1143,P017,2022-06-05,4,29.99,0.0,West,Completed
ORD10382,C1163,P038,2022-08-11,1,64.99,0.05,South,Completed
ORD10383,C1071,P006,2023-01-29,1,129.99,0.0,South,Completed
ORD10384,C1086,P008,2022-09-11,1,89.99,0.15,East,Completed
ORD10385,C1121,P034,2023-12-09,1,39.99,0.0,North,Completed
ORD10386,C1028,P003,2022-07-30,2,54.99,0.0,North,Completed
ORD10387,C1051,P025,2022-10-30,2,24.99,0.0,South,Completed
