order_id,customer_id,product_id,order_date,quantity,unit_price,discount,region,status,revenue
ORD10073,C1030,P013,2022-10-23,1,49.99,0.1,East,Completed,44.991
ORD10074,C1138,P032,2023-09-30,1,34.99,0.2,South,Completed,27.992000000000004
ORD10075,C1068,P006,2022-01-17,2,129.99,0.0,South,Completed,259.98
ORD10076,C1142,P030,2022-10-26,1,109.99,0.0,East,Completed,109.99
ORD10077,C1072,P003,2023-03-03,1,54.99,0.0,West,Completed,54.99
ORD10078,C1186,P010,2023-01-05,1,39.99,0.0,North,Completed,39.99
ORD10079,C1103,P031,2023-06-04,2,49.99,0.0,North,Completed,99.98
ORD10080,C1134,P026,2023-10-13,1,19.99,0.0,East,Completed,19.99
ORD10081,C1042,P015,2023-01-01,3,24.99,0.0,East,Completed,74.97
ORD10082,C1138,P006,2023-10-06,1,129.99,0.0,South,Completed,129.99
ORD10083,C1034,P039,2022-05-17,1,22.99,0.0,West,Completed,22.99
ORD10084,C1102,P007,2022-06-29,3,210.0,0.0,East,Completed,630.0
ORD10085,C1198,P038,2023-05-06,2,64.99,0.0,South,Returned,129.98
ORD10086,C1110,P033,2023-04-14,1,59.99,0.1,South,Completed,53.991
ORD10087,C1037,P008,2022-11-20,4,89.99,0.0,West,Completed,359.96
ORD10088,C1139,P031,2023-07-11,1,49.99,0.1,North,Completed,44.991
ORD10089,C1170,P011,2022-02-18,3,159.99,0.0,North,Completed,479.97
ORD10090,C1176,P031,2023-01-12,1,49.99,0.0,East,Completed,49.99
ORD10091,C1186,P029,2023-01-31,1,199.99,0.2,North,Completed,159.99200000000002
ORD10092,C1132,P016,2023-06-16,1,54.99,0.2,West,Completed,43.992000000000004
ORD10093,C1075,P036,2023-09-09,5,39.99,0.15,West,Completed,169.9575
ORD10094,C1193,P008,2022-03-23,1,89.99,0.0,East,Completed,89.99
ORD10095,C1063,P012,2023-03-13,1,44.99,0.0,North,Completed,44.99
ORD10096,C1090,P040,2022-12-28,2,27.99,0.0,South,Completed,55.98
ORD10097,C1034,P001,2022-02-28,1,19.99,0.0,West,Completed,19.99
ORD10098,C1099,P005,2023-11-27,1,99.99,0.2,South,Returned,79.992
ORD10099,C1075,P026,2022-03-10,1,19.99,0.0,West,Completed,19.99
ORD10100,C1144,P008,2023-08-04,1,89.99,0.2,North,Completed,71.992
ORD10101,C1107,P013,2023-01-16,1,49.99,0.1,East,Completed,44.991
ORD10102,C1125,P007,2023-02-12,1,210.0,0.05,West,Returned,199.5
ORD10103,C1116,P039,2022-07-10,1,22.99,0.0,North,Completed,22.99
ORD10104,C1098,P034,2022-09-26,3,39.99,0.0,North,Completed,119.97
ORD10105,C1087,P009,2023-09-19,1,49.99,0.0,South,Completed,49.99
ORD10106,C1128,P021,2022-05-06,1,7.99,0.1,North,Completed,7.191000000000001
ORD10107,C1171,P006,2023-04-01,5,129.99,0.0,East,Completed,649.95
ORD10108,C1100,P016,2022-11-24,2,54.99,0.0,East,Completed,109.98
ORD10109,C1152,P002,2022-10-25,4,34.99,0.0,East,Completed,139.96
ORD10110,C1198,P012,2023-12-19,2,44.99,0.0,South,Completed,89.98
ORD10111,C1056,P033,2022-05-05,5,59.99,0.0,West,Completed,299.95
ORD10112,C1148,P037,2023-05-21,1,49.99,0.0,East,Completed,49.99
ORD10113,C1069,P015,2023-07-19,1,24.99,0.0,East,Returned,24.99
ORD10114,C1112,P039,2023-02-12,5,22.99,0.0,West,Completed,114.94999999999999
ORD10115,C1016,P008,2023-02-24,3,89.99,0.15,North,Completed,229.47449999999998
ORD10116,C1037,P007,2023-04-06,1,210.0,0.0,West,Completed,210.0
ORD10117,C1097,P010,2023-07-19,2,39.99,0.1,West,Completed,71.982
ORD10118,C1079,P031,2022-02-26,3,49.99,0.0,West,Completed,149.97
ORD10119,C1184,P002,2022-06-15,1,34.99,0.0,West,Completed,34.99
ORD10120,C1042,P021,2023-06-16,4,7.99,0.0,East,Completed,31.96
ORD10121,C1074,P007,2023-10-13,5,210.0,0.15,West,Completed,892.5
ORD10122,C1060,P009,2022-04-06,2,49.99,0.0,South,Completed,99.98
ORD10123,C1168,P004,2022-06-07,1,79.99,0.0,West,Completed,79.99
ORD10124,C1142,P015,2022-12-12,3,24.99,0.0,East,Completed,74.97
ORD10125,C1060,P011,2022-01-30,1,159.99,0.0,South,Completed,159.99
ORD10126,C1051,P017,2022-09-29,2,29.99,0.0,South,Completed,59.98
ORD10127,C1017,P001,2023-10-17,1,19.99,0.0,North,Completed,19.99
ORD10128,C1124,P006,2023-10-20,5,129.99,0.0,North,Completed,649.95
ORD10129,C1015,P010,2023-12-03,1,39.99,0.0,East,Completed,39.99
ORD10130,C1011,P033,2022-06-11,1,59.99,0.0,South,Completed,59.99
ORD10131,C1007,P016,2023-09-14,1,54.99,0.0,South,Completed,54.99
ORD10132,C1088,P021,2022-12-20,5,7.99,0.15,North,Completed,33.9575
ORD10133,C1068,P005,2022-04-19,1,99.99,0.0,South,Completed,99.99
ORD10134,C1194,P031,2022-09-11,1,49.99,0.2,North,Completed,39.992000000000004
ORD10135,C1170,P007,2023-03-05,1,210.0,0.0,North,Completed,210.0
ORD10136,C1010,P008,2022-12-02,4,89.99,0.0,West,Completed,359.96
ORD10137,C1107,P009,2022-06-13,1,49.99,0.0,East,Completed,49.99
ORD10138,C1163,P007,2022-11-12,1,210.0,0.2,South,Completed,168.0
ORD10139,C1192,P012,2022-09-04,1,44.99,0.0,North,Returned,44.99
ORD10140,C1166,P006,2023-05-22,2,129.99,0.0,South,Completed,259.98
ORD10141,C1082,P023,2022-10-20,2,22.99,0.0,West,Completed,45.98
ORD10142,C1028,P004,2022-09-28,2,79.99,0.0,North,Completed,159.98
ORD10143,C1192,P024,2023-02-15,1,29.99,0.0,North,Completed,29.99
ORD10144,C1010,P010,2022-10-23,1,39.99,0.0,West,Completed,39.99
ORD10145,C1087,P026,2022-10-14,3,19.99,0.0,South,Completed,59.97
ORD10146,C1049,P005,2022-05-12,5,99.99,0.0,South,Completed,499.95
ORD10147,C1017,P011,2022-12-14,2,159.99,0.0,North,Completed,319.98
ORD10148,C1137,P002,2023-09-09,2,34.99,0.0,South,Returned,69.98
ORD10149,C1181,P011,2022-05-21,2,159.99,0.0,West,Completed,319.98
ORD10150,C1046,P003,2022-06-02,2,54.99,0.0,North,Completed,109.98
ORD10151,C1036,P036,2023-09-20,1,39.99,0.0,North,Completed,39.99
ORD10152,C1126,P014,2022-11-03,2,89.99,0.0,West,Completed,179.98
ORD10153,C1129,P011,2023-05-17,2,159.99,0.0,East,Completed,319.98
ORD10154,C1145,P002,2023-01-13,1,34.99,0.2,East,Completed,27.992000000000004
ORD10155,C1112,P005,2023-12-06,2,99.99,0.0,West,Completed,199.98
ORD10156,C1024,P009,2023-11-03,3,49.99,0.0,West,Completed,149.97
ORD10157,C1019,P003,2022-02-22,2,54.99,0.2,North,Completed,87.98400000000001
ORD10158,C1064,P039,2023-11-29,1,22.99,0.0,East,Completed,22.99
ORD10159,C1034,P001,2022-07-15,1,19.99,0.0,West,Completed,19.99
ORD10160,C1152,P029,2023-12-09,1,199.99,0.0,East,Completed,199.99
ORD10161,C1071,P012,2023-04-28,4,44.99,0.0,South,Returned,179.96
ORD10162,C1128,P002,2022-05-22,2,34.99,0.0,North,Completed,69.98
ORD10163,C1189,P033,2023-05-05,2,59.99,0.1,North,Completed,107.982
ORD10164,C1051,P001,2023-06-30,1,19.99,0.0,South,Completed,19.99
ORD10165,C1185,P013,2023-11-29,2,49.99,0.0,West,Completed,99.98
ORD10166,C1107,P022,2022-07-16,5,11.99,0.15,East,Completed,50.9575
ORD10167,C1121,P036,2022-11-01,3,39.99,0.0,North,Completed,119.97
ORD10168,C1188,P032,2023-05-16,1,34.99,0.0,East,Completed,34.99
ORD10169,C1125,P029,2022-10-08,1,199.99,0.0,West,Completed,199.99
ORD10170,C1134,P016,2023-02-09,3,54.99,0.0,East,Completed,164.97
ORD10171,C1026,P030,2022-10-25,1,109.99,0.0,South,Completed,109.99
ORD10172,C1162,P018,2023-03-29,2,14.99,0.0,South,Completed,29.98
ORD10173,C1161,P019,2023-07-06,1,9.99,0.0,South,Completed,9.99
ORD10174,C1042,P008,2022-04-22,2,89.99,0.0,East,Completed,179.98
ORD10175,C1043,P010,2023-11-17,4,39.99,0.0,East,Completed,159.96
ORD10176,C1010,P018,2022-04-13,1,14.99,0.0,West,Completed,14.99
ORD10177,C1070,P020,2022-05-21,1,6.99,0.0,East,Completed,6.99
ORD10178,C1078,P022,2023-02-21,2,11.99,0.0,East,Completed,23.98
ORD10179,C1071,P007,2023-10-29,1,210.0,0.0,South,Completed,210.0
ORD10180,C1099,P023,2023-10-24,1,22.99,0.0,South,Completed,22.99
ORD10181,C1072,P036,2022-08-26,2,39.99,0.0,West,Completed,79.98
ORD10182,C1010,P011,2022-06-29,1,159.99,0.0,West,Completed,159.99
ORD10183,C1192,P015,2022-02-07,5,24.99,0.0,North,Completed,124.94999999999999
ORD10184,C1085,P016,2022-10-24,4,54.99,0.05,East,Completed,208.962
ORD10185,C1113,P025,2022-12-10,1,24.99,0.0,North,Completed,24.99
ORD10186,C1026,P007,2023-05-21,4,210.0,0.2,South,Completed,672.0
ORD10187,C1114,P032,2022-04-26,1,34.99,0.0,South,Completed,34.99
ORD10188,C1111,P007,2022-07-10,1,210.0,0.0,North,Completed,210.0
ORD10189,C1135,P026,2023-11-22,3,19.99,0.0,East,Completed,59.97
ORD10190,C1046,P010,2023-02-20,3,39.99,0.0,North,Completed,119.97
ORD10191,C1106,P013,2023-11-17,1,49.99,0.0,West,Completed,49.99
ORD10192,C1078,P008,2022-09-12,1,89.99,0.0,East,Completed,89.99
ORD10193,C1020,P002,2022-10-01,5,34.99,0.0,West,Completed,174.95000000000002
ORD10194,C1190,P031,2022-01-12,1,49.99,0.0,West,Completed,49.99
ORD10195,C1073,P037,2023-11-15,1,49.99,0.0,North,Completed,49.99
ORD10196,C1134,P012,2023-05-30,4,44.99,0.0,East,Completed,179.96
ORD10197,C1099,P003,2023-12-08,1,54.99,0.0,South,Completed,54.99
ORD10198,C1019,P017,2023-09-22,1,29.99,0.0,North,Completed,29.99
ORD10199,C1109,P006,2023-04-11,2,129.99,0.0,East,Completed,259.98
ORD10200,C1188,P028,2023-07-17,4,59.99,0.0,East,Completed,239.96
ORD10201,C1024,P035,2022-08-12,3,29.99,0.0,West,Completed,89.97
ORD10202,C1193,P040,2022-03-25,2,27.99,0.0,East,Completed,55.98
ORD10203,C1012,P026,2023-08-01,1,19.99,0.0,West,Completed,19.99
ORD10204,C1108,P024,2022-07-27,2,29.99,0.15,South,Completed,50.983
ORD10205,C1192,P023,2023-03-29,1,22.99,0.2,North,Completed,18.392
ORD10206,C1165,P032,2023-06-07,1,34.99,0.1,North,Completed,31.491000000000003
ORD10207,C1165,P011,2023-04-13,2,159.99,0.0,North,Completed,319.98
ORD10208,C1044,P010,2022-11-12,2,39.99,0.0,West,Completed,79.98
ORD10209,C1176,P004,2022-08-12,2,79.99,0.15,East,Completed,135.98299999999998
ORD10210,C1102,P007,2023-07-09,5,210.0,0.0,East,Returned,1050.0
ORD10211,C1114,P032,2023-04-29,1,34.99,0.0,South,Completed,34.99
ORD10212,C1175,P007,2023-10-19,5,210.0,0.0,North,Completed,1050.0
ORD10213,C1180,P017,2023-01-27,1,29.99,0.0,West,Completed,29.99
ORD10214,C1073,P024,2022-03-24,2,29.99,0.0,North,Completed,59.98
ORD10215,C1097,P010,2023-11-01,3,39.99,0.2,West,Completed,95.976
ORD10216,C1140,P007,2022-08-17,3,210.0,0.0,East,Completed,630.0
ORD10217,C1069,P011,2023-04-20,2,159.99,0.0,East,Completed,319.98
ORD10218,C1050,P011,2022-08-24,1,159.99,0.0,West,Completed,159.99
ORD10219,C1112,P026,2022-04-26,1,19.99,0.0,West,Completed,19.99
ORD10220,C1152,P030,2022-01-17,1,109.99,0.05,East,Completed,104.4905
ORD10221,C1148,P022,2023-11-20,2,11.99,0.05,East,Completed,22.781
ORD10222,C1046,P010,2022-08-28,2,39.99,0.0,North,Completed,79.98
ORD10223,C1096,P003,2022-05-24,2,54.99,0.0,North,Completed,109.98
ORD10224,C1104,P011,2023-08-13,1,159.99,0.0,South,Completed,159.99
ORD10225,C1158,P039,2022-11-25,1,22.99,0.0,West,Completed,22.99
ORD10226,C1110,P009,2023-06-18,1,49.99,0.0,South,Returned,49.99
ORD10227,C1010,P035,2023-08-29,4,29.99,0.0,West,Completed,119.96
ORD10228,C1181,P007,2023-03-14,2,210.0,0.15,West,Completed,357.0
ORD10229,C1138,P003,2023-11-19,1,54.99,0.0,South,Completed,54.99
ORD10230,C1033,P006,2023-02-23,1,129.99,0.0,North,Completed,129.99
ORD10231,C1060,P040,2023-04-30,1,27.99,0.0,South,Completed,27.99
ORD10232,C1138,P010,2022-05-28,3,39.99,0.0,South,Completed,119.97
ORD10233,C1147,P034,2023-03-03,2,39.99,0.1,West,Completed,71.982
ORD10234,C1190,P002,2022-12-05,2,34.99,0.0,West,Completed,69.98
ORD10235,C1079,P003,2022-04-05,2,54.99,0.0,West,Returned,109.98
ORD10236,C1070,P005,2023-01-22,2,99.99,0.0,East,Completed,199.98
ORD10237,C1128,P010,2022-07-12,3,39.99,0.0,North,Completed,119.97
ORD10238,C1045,P007,2022-08-11,1,210.0,0.0,West,Completed,210.0
ORD10239,C1074,P007,2022-01-16,1,210.0,0.05,West,Completed,199.5
ORD10240,C1091,P001,2023-05-06,4,19.99,0.0,East,Completed,79.96
ORD10241,C1056,P011,2023-02-11,4,159.99,0.0,West,Completed,639.96
ORD10242,C1119,P007,2023-01-25,1,210.0,0.0,South,Completed,210.0
ORD10243,C1027,P003,2023-01-04,2,54.99,0.0,North,Returned,109.98
ORD10244,C1186,P011,2023-04-26,3,159.99,0.0,North,Completed,479.97
ORD10245,C1114,P035,2022-11-17,1,29.99,0.0,South,Completed,29.99
ORD10246,C1018,P033,2022-05-30,1,59.99,0.0,North,Completed,59.99
ORD10247,C1109,P005,2023-03-04,1,99.99,0.1,East,Completed,89.991
ORD10248,C1082,P028,2022-09-09,1,59.99,0.0,West,Completed,59.99
ORD10249,C1097,P039,2022-09-21,3,22.99,0.0,West,Completed,68.97
ORD10250,C1076,P026,2023-05-18,1,19.99,0.0,West,Completed,19.99
ORD10251,C1078,P030,2022-05-24,2,109.99,0.0,East,Completed,219.98
ORD10252,C1112,P002,2023-07-10,5,34.99,0.0,West,Completed,174.95000000000002
ORD10253,C1010,P004,2022-03-18,4,79.99,0.0,West,Completed,319.96
ORD10254,C1002,P003,2023-02-27,1,54.99,0.0,West,Returned,54.99
ORD10255,C1137,P014,2022-06-04,1,89.99,0.0,South,Completed,89.99
ORD10256,C1148,P034,2023-09-25,2,39.99,0.0,East,Completed,79.98
ORD10257,C1114,P025,2023-11-07,1,24.99,0.2,South,Returned,19.992
ORD10258,C1151,P010,2023-06-27,2,39.99,0.0,South,Completed,79.98
ORD10259,C1046,P006,2023-05-30,3,129.99,0.0,North,Completed,389.97
ORD10260,C1049,P008,2022-07-03,1,89.99,0.1,South,Completed,80.991
ORD10261,C1042,P033,2023-09-27,2,59.99,0.0,East,Completed,119.98
ORD10262,C1151,P002,2023-02-11,1,34.99,0.0,South,Completed,34.99
ORD10263,C1053,P001,2022-09-07,5,19.99,0.05,East,Completed,94.95249999999999
ORD10264,C1100,P012,2023-10-28,3,44.99,0.2,East,Completed,107.976
ORD10265,C1164,P008,2023-05-03,1,89.99,0.1,West,Completed,80.991
ORD10266,C1161,P038,2023-03-21,2,64.99,0.0,South,Completed,129.98
ORD10267,C1018,P029,2022-04-08,4,199.99,0.0,North,Completed,799.96
ORD10268,C1116,P012,2023-12-10,4,44.99,0.0,North,Returned,179.96
ORD10269,C1084,P028,2022-03-18,2,59.99,0.0,West,Completed,119.98
ORD10270,C1126,P029,2023-11-05,1,199.99,0.0,West,Completed,199.99
ORD10271,C1179,P018,2022-08-01,2,14.99,0.0,North,Completed,29.98
ORD10272,C1194,P017,2023-02-12,4,29.99,0.0,North,Completed,119.96
ORD10273,C1125,P015,2023-08-04,3,24.99,0.0,West,Completed,74.97
ORD10274,C1018,P025,2022-12-06,1,24.99,0.0,North,Completed,24.99
ORD10275,C1108,P012,2023-12-07,2,44.99,0.0,South,Completed,89.98
ORD10276,C1180,P008,2022-02-24,1,89.99,0.05,West,Completed,85.4905
ORD10277,C1104,P023,2023-09-21,5,22.99,0.0,South,Completed,114.94999999999999
ORD10278,C1157,P012,2022-01-31,2,44.99,0.0,West,Completed,89.98
ORD10279,C1166,P028,2022-08-22,1,59.99,0.0,South,Completed,59.99
ORD10280,C1014,P002,2023-11-28,2,34.99,0.0,East,Completed,69.98
ORD10281,C1123,P009,2022-10-30,3,49.99,0.0,North,Completed,149.97
ORD10282,C1042,P016,2022-06-07,1,54.99,0.0,East,Completed,54.99
ORD10283,C1071,P014,2023-02-03,1,89.99,0.05,South,Completed,85.4905
ORD10284,C1092,P016,2023-04-01,1,54.99,0.0,South,Completed,54.99
ORD10285,C1080,P023,2023-03-18,1,22.99,0.0,East,Completed,22.99
ORD10286,C1035,P023,2022-01-27,1,22.99,0.0,East,Completed,22.99
ORD10287,C1082,P033,2022-11-29,3,59.99,0.2,West,Completed,143.976
ORD10288,C1102,P039,2022-03-28,2,22.99,0.0,East,Completed,45.98
ORD10289,C1119,P006,2022-09-06,2,129.99,0.0,South,Completed,259.98
ORD10290,C1162,P009,2022-05-23,1,49.99,0.0,South,Completed,49.99
ORD10291,C1072,P001,2022-06-21,1,19.99,0.0,West,Completed,19.99
ORD10292,C1108,P014,2022-03-20,1,89.99,0.0,South,Completed,89.99
ORD10293,C1074,P033,2023-05-23,2,59.99,0.05,West,Completed,113.981
ORD10294,C1026,P009,2022-01-07,4,49.99,0.0,South,Completed,199.96
ORD10295,C1067,P003,2022-12-04,1,54.99,0.0,South,Completed,54.99
ORD10296,C1097,P023,2023-10-29,5,22.99,0.0,West,Completed,114.94999999999999
ORD10297,C1102,P005,2023-12-13,1,99.99,0.2,East,Completed,79.992
ORD10298,C1076,P001,2022-10-26,2,19.99,0.0,West,Completed,39.98
ORD10299,C1171,P003,2022-09-06,1,54.99,0.2,East,Completed,43.992000000000004
ORD10300,C1118,P039,2023-08-01,1,22.99,0.0,East,Completed,22.99
ORD10301,C1107,P035,2023-07-18,1,29.99,0.0,East,Completed,29.99
ORD10302,C1046,P027,2022-08-03,1,9.99,0.0,North,Completed,9.99
ORD10303,C1105,P025,2023-02-23,2,24.99,0.0,South,Completed,49.98
ORD10304,C1013,P004,2022-09-16,2,79.99,0.0,West,Completed,159.98
ORD10305,C1027,P022,2022-03-17,1,11.99,0.0,North,Completed,11.99
ORD10306,C1167,P026,2023-07-02,2,19.99,0.0,West,Completed,39.98
ORD10307,C1008,P032,2023-07-11,1,34.99,0.0,South,Completed,34.99
ORD10308,C1073,P010,2023-07-04,2,39.99,0.0,North,Completed,79.98
ORD10309,C1022,P026,2022-09-12,2,19.99,0.0,East,Completed,39.98
ORD10310,C1035,P016,2022-02-15,2,54.99,0.0,East,Completed,109.98
ORD10311,C1165,P003,2022-12-06,5,54.99,0.0,North,Returned,274.95
ORD10312,C1107,P007,2022-09-22,1,210.0,0.0,East,Completed,210.0
ORD10313,C1071,P012,2023-12-06,2,44.99,0.0,South,Completed,89.98
ORD10314,C1073,P019,2023-11-27,2,9.99,0.0,North,Completed,19.98
ORD10315,C1097,P016,2022-01-26,1,54.99,0.0,West,Completed,54.99
ORD10316,C1147,P015,2022-03-29,1,24.99,0.0,West,Completed,24.99
ORD10317,C1115,P016,2022-11-16,1,54.99,0.0,North,Completed,54.99
ORD10318,C1076,P009,2022-12-23,1,49.99,0.0,West,Completed,49.99
ORD10319,C1177,P017,2022-11-23,1,29.99,0.05,East,Returned,28.490499999999997
ORD10320,C1048,P013,2022-12-18,2,49.99,0.0,West,Completed,99.98
ORD10321,C1069,P036,2022-09-07,2,39.99,0.0,East,Completed,79.98
ORD10322,C1002,P006,2023-03-13,5,129.99,0.2,West,Completed,519.96
ORD10323,C1075,P013,2022-07-10,2,49.99,0.0,West,Returned,99.98
ORD10324,C1168,P003,2023-09-21,4,54.99,0.0,West,Completed,219.96
ORD10325,C1159,P002,2022-01-05,2,34.99,0.05,North,Completed,66.481
ORD10326,C1166,P002,2023-07-04,1,34.99,0.0,South,Completed,34.99
ORD10327,C1004,P023,2022-09-26,2,22.99,0.0,South,Completed,45.98
ORD10328,C1199,P034,2022-11-17,2,39.99,0.0,East,Completed,79.98
ORD10329,C1113,P034,2022-12-23,1,39.99,0.0,North,Completed,39.99
ORD10330,C1001,P039,2023-11-21,2,22.99,0.0,East,Completed,45.98
ORD10331,C1098,P025,2022-03-28,2,24.99,0.0,North,Completed,49.98
ORD10332,C1162,P025,2022-04-30,1,24.99,0.0,South,Completed,24.99
ORD10333,C1106,P012,2023-03-05,2,44.99,0.0,West,Completed,89.98
ORD10334,C1165,P006,2023-05-14,2,129.99,0.0,North,Completed,259.98
ORD10335,C1192,P024,2022-06-27,2,29.99,0.0,North,Completed,59.98
ORD10336,C1039,P026,2022-11-19,3,19.99,0.0,West,Completed,59.97
ORD10337,C1105,P024,2022-01-10,1,29.99,0.0,South,Completed,29.99
ORD10338,C1152,P003,2023-07-30,2,54.99,0.0,East,Completed,109.98
ORD10339,C1101,P036,2023-03-02,2,39.99,0.0,West,Completed,79.98
ORD10340,C1067,P017,2023-08-02,1,29.99,0.0,South,Completed,29.99
ORD10341,C1075,P012,2022-10-09,1,44.99,0.2,West,Completed,35.992000000000004
ORD10342,C1108,P015,2023-05-23,2,24.99,0.05,South,Completed,47.480999999999995
ORD10343,C1040,P022,2023-07-11,3,11.99,0.0,South,Completed,35.97
ORD10344,C1018,P004,2022-02-12,3,79.99,0.0,North,Completed,239.96999999999997
ORD10345,C1000,P004,2023-03-12,1,79.99,0.0,West,Completed,79.99
